武汉大学,湖北省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
东北师范大学,吉林省,"['211工程,有研究生院,自主招生']"
北京师范大学,北京市,"['211工程,985高校,有研究生院,自主招生,含国防生']"
华中师范大学,湖北省,['211工程']
华南师范大学,广东省,"['211工程,含国防生']"
南京师范大学,江苏省,"['211工程,自主招生']"
湖南师范大学,湖南省,"['211工程,自主招生,含国防生']"
南开大学,天津市,"['211工程,985高校,有研究生院,自主招生,含国防生']"
陕西师范大学,陕西省,"['211工程,自主招生']"
广西师范大学,广西壮族自治区,['']
河北师范大学,河北省,['']
河海大学,江苏省,"['211工程,有研究生院,含国防生,卓越计划']"
华东师范大学,上海市,"['211工程,985高校,有研究生院,自主招生']"
西南大学,重庆市,"['211工程,自主招生,含国防生']"
中南大学,湖南省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
哈尔滨师范大学,黑龙江省,['']
山东师范大学,山东省,['']
苏州大学,江苏省,"['211工程,自主招生,卓越计划']"
辽宁师范大学,辽宁省,['']
天津师范大学,天津市,['']
湖北大学,湖北省,['']
哈尔滨工程大学,黑龙江省,"['211工程,有研究生院,自主招生,含国防生,卓越计划']"
安徽师范大学,安徽省,['']
首都师范大学,北京市,['']
江西师范大学,江西省,['']
武汉理工大学,湖北省,"['211工程,自主招生,含国防生,卓越计划']"
合肥工业大学,安徽省,"['211工程,自主招生,含国防生,卓越计划']"
福建师范大学,福建省,['']
浙江师范大学,浙江省,['']
云南师范大学,云南省,['']
西北师范大学,甘肃省,['']
四川师范大学,四川省,['']
西华师范大学,四川省,['']
上海师范大学,上海市,['']
信阳师范学院,河南省,['']
重庆师范大学,重庆市,['']
扬州大学,江苏省,['卓越计划']
山西师范大学,山西省,['']
河南大学,河南省,['含国防生']
曲阜师范大学,山东省,['']
东北大学,辽宁省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
中国青年政治学院,北京市,['']
海南师范大学,海南省,['']
中国地质大学(武汉),湖北省,"['211工程,有研究生院,自主招生,含国防生,卓越计划']"
渤海大学,辽宁省,['']
中国政法大学,北京市,"['211工程,自主招生,含国防生']"
聊城大学,山东省,['含国防生']
湖南科技大学,湖南省,['卓越计划']
山西青年职业学院,山西省,['']
杭州医学院,浙江省,['']
安阳师范学院,河南省,['']
滁州城市职业学院,安徽省,['']
湖北美术学院,湖北省,['']
菏泽学院,山东省,['']
淮北师范大学,安徽省,['']
河南艺术职业学院,河南省,['']
井冈山大学,江西省,['']
邵阳学院,湖南省,['']
商丘师范学院,河南省,['']
安徽长江职业学院,安徽省,['']
广东体育职业技术学院,广东省,['']
昆明学院,云南省,['']
四川美术学院,重庆市,['']
贵阳学院,贵州省,['']
河池学院,广西壮族自治区,['']
陕西学前师范学院,陕西省,['']
四川电子机械职业技术学院,四川省,['']
深圳信息职业技术学院,广东省,['']
西藏大学,西藏自治区,['211工程']
成都理工大学,四川省,['卓越计划']
集宁师范学院,内蒙古自治区,['']
中央戏剧学院,北京市,['']
长治学院,山西省,['']
杭州师范大学,浙江省,['']
辽宁体育运动职业技术学院,辽宁省,['']
唐山师范学院,河北省,['']
衡阳师范学院,湖南省,['']
洛阳师范学院,河南省,['']
合肥幼儿师范高等专科学校,安徽省,['']
江汉大学,湖北省,['']
河南工学院,河南省,['']
泉州师范学院,福建省,['']
武汉科技职业学院,湖北省,['']
河南科技大学,河南省,['卓越计划，含国防生']
徽商职业学院,安徽省,['']
德州学院,山东省,['']
浙江舟山群岛新区旅游与健康职业学院,浙江省,['']
河南交通职业技术学院,河南省,['']
福建警官职业学院,福建省,['']
周口师范学院,河南省,['']
内蒙古师范大学,内蒙古自治区,['']
贵州民族大学,贵州省,['']
广西民族师范学院,广西壮族自治区,['']
白城师范学院,吉林省,['']
长安大学兴华学院,陕西省,['']
四川希望汽车职业学院,四川省,['']
广东邮电职业技术学院,广东省,['']
南京城市职业学院,江苏省,['']
锦州医科大学医疗学院,辽宁省,['']
红河卫生职业学院,云南省,['']
