厦门大学,福建省,"['211工程,985高校,有研究生院,自主招生,含国防生']"
对外经济贸易大学,北京市,"['211工程,自主招生']"
南开大学,天津市,"['211工程,985高校,有研究生院,自主招生,含国防生']"
湖南大学,湖南省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
浙江大学,浙江省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
上海交通大学,上海市,"['211工程,985高校,自主招生,含国防生,卓越计划']"
中国人民大学,北京市,"['211工程,985高校,有研究生院,自主招生,含国防生']"
武汉大学,湖北省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
上海财经大学,上海市,"['211工程,自主招生']"
江西财经大学,江西省,['']
南京大学,江苏省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
复旦大学,上海市,"['211工程,985高校,有研究生院,自主招生,含国防生']"
北京师范大学,北京市,"['211工程,985高校,有研究生院,自主招生,含国防生']"
西安交通大学,陕西省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
吉林大学,吉林省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
东北财经大学,辽宁省,['']
辽宁大学,辽宁省,"['211工程,含国防生']"
中央财经大学,北京市,"['211工程,自主招生']"
西南财经大学,四川省,"['211工程,自主招生,含国防生']"
浙江工业大学,浙江省,['卓越计划']
中国农业大学,北京市,"['211工程,985高校,有研究生院']"
山东大学,山东省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
首都经济贸易大学,北京市,['']
西北大学,陕西省,"['211工程,含国防生']"
广东外语外贸大学,广东省,['']
天津财经大学,天津市,['']
华中科技大学,湖北省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
同济大学,上海市,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
中南财经政法大学,湖北省,"['211工程,自主招生']"
上海对外经贸大学,上海市,['']
华东师范大学,上海市,"['211工程,985高校,有研究生院,自主招生']"
河南大学,河南省,['含国防生']
暨南大学,广东省,['211工程']
浙江工商大学,浙江省,['']
东北大学,辽宁省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
北京工业大学,北京市,"['211工程,自主招生,卓越计划']"
东南大学,江苏省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
上海大学,上海市,"['211工程,自主招生,卓越计划']"
哈尔滨商业大学,黑龙江省,['']
河北经贸大学,河北省,['']
南京农业大学,江苏省,"['211工程,有研究生院']"
重庆工商大学,重庆市,['']
河海大学,江苏省,"['211工程,有研究生院,含国防生,卓越计划']"
河南财经政法大学,河南省,['']
重庆大学,重庆市,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
新疆财经大学,新疆维吾尔自治区,['']
中山大学,广东省,"['211工程,985高校,有研究生院,自主招生,含国防生']"
福建师范大学,福建省,['']
吉林财经大学,吉林省,['']
四川大学,四川省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
华中农业大学,湖北省,"['211工程,自主招生']"
湘潭大学,湖南省,['']
湖北大学,湖北省,['']
北京理工大学,北京市,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
北京大学,北京市,"['211工程,985高校,有研究生院,自主招生,含国防生']"
中南大学,湖南省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
湖南商学院,湖南省,['']
上海理工大学,上海市,['卓越计划']
浙江财经大学,浙江省,['']
山西财经大学,山西省,['']
江南大学,江苏省,"['211工程,自主招生,卓越计划']"
东华大学,上海市,"['211工程,自主招生,卓越计划']"
华南理工大学,广东省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
大连理工大学,辽宁省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
广东财经大学,广东省,['']
华东理工大学,上海市,"['211工程,有研究生院,自主招生,含国防生,卓越计划']"
安徽财经大学,安徽省,['']
南京信息工程大学,江苏省,['卓越计划，含国防生']
深圳大学,广东省,['']
中国矿业大学(徐州),江苏省,['']
东莞理工学院,广东省,['卓越计划']
武汉轻工大学,湖北省,['']
华侨大学,福建省,['']
长春工业大学,吉林省,['卓越计划，含国防生']
福州外语外贸学院,福建省,['']
九江学院,江西省,['']
华东政法大学,上海市,['']
北京科技大学,北京市,"['211工程,有研究生院,自主招生,含国防生,卓越计划']"
云南大学,云南省,"['211工程,自主招生,含国防生']"
浙江师范大学,浙江省,['']
北京联合大学,北京市,['']
哈尔滨工业大学,黑龙江省,"['211工程,985高校,有研究生院,自主招生,含国防生,卓越计划']"
天津商业大学,天津市,['']
南通大学,江苏省,['']
西南政法大学,重庆市,['']
青岛大学,山东省,['卓越计划']
郑州财经学院,河南省,['']
成都理工大学,四川省,['卓越计划']
浙江外国语学院,浙江省,['']
中国海洋大学,山东省,"['211工程,985高校,自主招生,含国防生,卓越计划']"
东北农业大学,黑龙江省,['211工程']
广州中医药大学,广东省,['']
云南财经大学,云南省,['']
湖北工业大学,湖北省,['卓越计划']
集美大学,福建省,['含国防生']
兰州财经大学,甘肃省,['']
沈阳工业大学,辽宁省,['卓越计划，含国防生']
南华大学,湖南省,['卓越计划']
武汉理工大学,湖北省,"['211工程,自主招生,含国防生,卓越计划']"
南昌大学,江西省,"['211工程,含国防生,卓越计划']"
